Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
694,Census Tract 9800,1,Census Tract 233.15,"1/1/2020 - 3/31/2020, Every day, Daily Average",2467,2061,2952
694,Census Tract 9800,2,Census Tract 234.21,"1/1/2020 - 3/31/2020, Every day, Daily Average",1128,845,1504
694,Census Tract 9800,3,Census Tract 214.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",2014,1642,2470
694,Census Tract 9800,4,Census Tract 214.16,"1/1/2020 - 3/31/2020, Every day, Daily Average",1788,1429,2236
694,Census Tract 9800,5,Census Tract 215.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1850,1469,2329
694,Census Tract 9800,6,Census Tract 234.19,"1/1/2020 - 3/31/2020, Every day, Daily Average",1635,1247,2142
694,Census Tract 9800,7,Census Tract 503.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",2507,2002,3139
694,Census Tract 9800,8,Census Tract 219.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",2210,1789,2728
694,Census Tract 9800,9,Census Tract 66.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",974,721,1314
694,Census Tract 9800,10,Census Tract 67,"1/1/2020 - 3/31/2020, Every day, Daily Average",670,520,861
694,Census Tract 9800,11,Census Tract 93,"1/1/2020 - 3/31/2020, Every day, Daily Average",1823,1408,2359
694,Census Tract 9800,12,Census Tract 94.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1385,1091,1757
694,Census Tract 9800,13,Census Tract 101.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",2708,2202,3329
694,Census Tract 9800,14,Census Tract 1706.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1792,1450,2214
694,Census Tract 9800,15,Census Tract 101.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",1914,1500,2441
694,Census Tract 9800,16,Census Tract 102.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",2138,1721,2654
694,Census Tract 9800,17,Census Tract 102.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",2419,1930,3031
694,Census Tract 9800,18,Census Tract 105.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",357,187,678
694,Census Tract 9800,19,Census Tract 105.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",689,451,1051
694,Census Tract 9800,20,Census Tract 105.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",600,396,907
694,Census Tract 9800,21,Census Tract 106.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",442,228,854
694,Census Tract 9800,22,Census Tract 106.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",239,87,650
694,Census Tract 9800,23,Census Tract 106.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",248,81,755
694,Census Tract 9800,24,Census Tract 303.30,"1/1/2020 - 3/31/2020, Every day, Daily Average",2490,2018,3071
694,Census Tract 9800,25,Census Tract 313.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",1382,1082,1764
694,Census Tract 9800,26,Census Tract 314.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",2138,1743,2622
694,Census Tract 9800,27,Census Tract 314.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",2561,2115,3099
694,Census Tract 9800,28,Census Tract 314.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",2355,1927,2877
694,Census Tract 9800,29,Census Tract 315.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",2774,2314,3324
694,Census Tract 9800,30,Census Tract 315.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",2396,1980,2898
694,Census Tract 9800,31,Census Tract 101.22,"1/1/2020 - 3/31/2020, Every day, Daily Average",2013,1584,2556
694,Census Tract 9800,32,Census Tract 303.31,"1/1/2020 - 3/31/2020, Every day, Daily Average",2769,2282,3358
694,Census Tract 9800,33,Census Tract 303.32,"1/1/2020 - 3/31/2020, Every day, Daily Average",2626,2136,3227
694,Census Tract 9800,34,Census Tract 303.33,"1/1/2020 - 3/31/2020, Every day, Daily Average",2486,2051,3013
694,Census Tract 9800,35,Census Tract 1306.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",3113,2533,3825
694,Census Tract 9800,36,Census Tract 310.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",2080,1698,2547
694,Census Tract 9800,37,Census Tract 303.20,"1/1/2020 - 3/31/2020, Every day, Daily Average",2127,1704,2653
694,Census Tract 9800,38,Census Tract 305.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",2178,1760,2693
694,Census Tract 9800,39,Census Tract 303.22,"1/1/2020 - 3/31/2020, Every day, Daily Average",3093,2545,3757
694,Census Tract 9800,40,Census Tract 313.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",2001,1621,2469
694,Census Tract 9800,41,Census Tract 303.19,"1/1/2020 - 3/31/2020, Every day, Daily Average",2474,2020,3029
694,Census Tract 9800,42,Census Tract 311.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",2224,1788,2765
694,Census Tract 9800,43,Census Tract 303.18,"1/1/2020 - 3/31/2020, Every day, Daily Average",2404,1976,2924
694,Census Tract 9800,44,Census Tract 303.36,"1/1/2020 - 3/31/2020, Every day, Daily Average",2824,2305,3459
694,Census Tract 9800,45,Census Tract 305.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",2147,1730,2663
694,Census Tract 9800,46,Census Tract 311.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",2057,1652,2560
694,Census Tract 9800,47,Census Tract 301.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",3289,2729,3963
694,Census Tract 9800,48,Census Tract 301.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",3185,2605,3892
694,Census Tract 9800,49,Census Tract 303.28,"1/1/2020 - 3/31/2020, Every day, Daily Average",2991,2493,3587
694,Census Tract 9800,50,Census Tract 302.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",3112,2620,3695
694,Census Tract 9800,51,Census Tract 302.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",3109,2604,3711
694,Census Tract 9800,52,Census Tract 302.15,"1/1/2020 - 3/31/2020, Every day, Daily Average",2978,2478,3578
694,Census Tract 9800,53,Census Tract 303.34,"1/1/2020 - 3/31/2020, Every day, Daily Average",2596,2130,3163
694,Census Tract 9800,54,Census Tract 303.35,"1/1/2020 - 3/31/2020, Every day, Daily Average",2969,2432,3623
694,Census Tract 9800,55,Census Tract 303.37,"1/1/2020 - 3/31/2020, Every day, Daily Average",2699,2203,3305
694,Census Tract 9800,56,Census Tract 303.39,"1/1/2020 - 3/31/2020, Every day, Daily Average",1701,1353,2137
694,Census Tract 9800,57,Census Tract 303.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",2670,2144,3325
694,Census Tract 9800,58,Census Tract 303.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",3006,2417,3738
694,Census Tract 9800,59,Census Tract 303.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",2680,2185,3286
694,Census Tract 9800,60,Census Tract 301.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",2936,2425,3554
694,Census Tract 9800,61,Census Tract 303.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",2589,2091,3205
694,Census Tract 9800,62,Census Tract 304.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",1952,1580,2410
694,Census Tract 9800,63,Census Tract 303.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",2794,2307,3383
694,Census Tract 9800,64,Census Tract 305.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",2083,1687,2571
694,Census Tract 9800,65,Census Tract 307,"1/1/2020 - 3/31/2020, Every day, Daily Average",2447,1961,3053
694,Census Tract 9800,66,Census Tract 303.24,"1/1/2020 - 3/31/2020, Every day, Daily Average",3219,2555,4055
694,Census Tract 9800,67,Census Tract 308,"1/1/2020 - 3/31/2020, Every day, Daily Average",2203,1800,2694
694,Census Tract 9800,68,Census Tract 309.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",2715,2258,3263
694,Census Tract 9800,69,Census Tract 309.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",2435,1996,2970
694,Census Tract 9800,70,Census Tract 309.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",2519,2095,3027
694,Census Tract 9800,71,Census Tract 309.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",2644,2217,3152
694,Census Tract 9800,72,Census Tract 303.26,"1/1/2020 - 3/31/2020, Every day, Daily Average",3224,2649,3923
694,Census Tract 9800,73,Census Tract 310.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",2507,1977,3177
694,Census Tract 9800,74,Census Tract 310.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",2382,1899,2987
694,Census Tract 9800,75,Census Tract 310.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",2507,2090,3006
694,Census Tract 9800,76,Census Tract 219.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",2272,1877,2750
694,Census Tract 9800,77,Census Tract 311.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",2255,1843,2758
694,Census Tract 9800,78,Census Tract 303.27,"1/1/2020 - 3/31/2020, Every day, Daily Average",2897,2399,3497
694,Census Tract 9800,79,Census Tract 311.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",2118,1749,2564
694,Census Tract 9800,80,Census Tract 311.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",2022,1649,2479
694,Census Tract 9800,81,Census Tract 311.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",1932,1560,2391
694,Census Tract 9800,82,Census Tract 303.29,"1/1/2020 - 3/31/2020, Every day, Daily Average",2606,2155,3150
694,Census Tract 9800,83,Census Tract 313.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",2085,1699,2558
694,Census Tract 9800,84,Census Tract 313.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",1765,1404,2217
694,Census Tract 9800,85,Census Tract 313.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",1868,1476,2363
694,Census Tract 9800,86,Census Tract 313.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",1472,1171,1850
694,Census Tract 9800,87,Census Tract 214.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",1873,1516,2313
694,Census Tract 9800,88,Census Tract 219.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",1967,1580,2448
694,Census Tract 9800,89,Census Tract 220.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1825,1426,2335
694,Census Tract 9800,90,Census Tract 220.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",2029,1666,2470
694,Census Tract 9800,91,Census Tract 220.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",1670,1292,2157
694,Census Tract 9800,92,Census Tract 220.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",1930,1542,2415
694,Census Tract 9800,93,Census Tract 235.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",1543,1163,2045
694,Census Tract 9800,94,Census Tract 236.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1593,1213,2090
694,Census Tract 9800,95,Census Tract 236.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",1610,1224,2117
694,Census Tract 9800,96,Census Tract 215.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1427,1127,1806
694,Census Tract 9800,97,Census Tract 216.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1889,1492,2390
694,Census Tract 9800,98,Census Tract 216.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",1491,1187,1871
694,Census Tract 9800,99,Census Tract 217.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",2000,1580,2531
694,Census Tract 9800,100,Census Tract 224.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1643,1306,2066
694,Census Tract 9800,101,Census Tract 224.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1893,1536,2332
694,Census Tract 9800,102,Census Tract 224.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",1666,1339,2072
694,Census Tract 9800,103,Census Tract 225,"1/1/2020 - 3/31/2020, Every day, Daily Average",1773,1453,2162
694,Census Tract 9800,104,Census Tract 237,"1/1/2020 - 3/31/2020, Every day, Daily Average",1235,968,1574
694,Census Tract 9800,105,Census Tract 217.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1939,1513,2484
694,Census Tract 9800,106,Census Tract 217.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",1798,1442,2240
694,Census Tract 9800,107,Census Tract 217.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",1651,1344,2026
694,Census Tract 9800,108,Census Tract 218.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",1931,1546,2410
694,Census Tract 9800,109,Census Tract 226,"1/1/2020 - 3/31/2020, Every day, Daily Average",1892,1537,2328
694,Census Tract 9800,110,Census Tract 227,"1/1/2020 - 3/31/2020, Every day, Daily Average",1588,1303,1935
694,Census Tract 9800,111,Census Tract 235.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1630,1295,2051
694,Census Tract 9800,112,Census Tract 219.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",2219,1826,2695
694,Census Tract 9800,113,Census Tract 5,"1/1/2020 - 3/31/2020, Every day, Daily Average",1218,935,1585
694,Census Tract 9800,114,Census Tract 13,"1/1/2020 - 3/31/2020, Every day, Daily Average",1446,1106,1889
694,Census Tract 9800,115,Census Tract 14,"1/1/2020 - 3/31/2020, Every day, Daily Average",1268,981,1638
694,Census Tract 9800,116,Census Tract 15,"1/1/2020 - 3/31/2020, Every day, Daily Average",1380,1083,1757
694,Census Tract 9800,117,Census Tract 16,"1/1/2020 - 3/31/2020, Every day, Daily Average",1229,958,1576
694,Census Tract 9800,118,Census Tract 18,"1/1/2020 - 3/31/2020, Every day, Daily Average",1038,785,1370
694,Census Tract 9800,119,Census Tract 19,"1/1/2020 - 3/31/2020, Every day, Daily Average",1092,825,1445
694,Census Tract 9800,120,Census Tract 36,"1/1/2020 - 3/31/2020, Every day, Daily Average",1442,1094,1899
694,Census Tract 9800,121,Census Tract 9107.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",3220,2913,3559
694,Census Tract 9800,123,Census Tract 100.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1611,1284,2020
694,Census Tract 9800,124,Census Tract 100.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1584,1258,1993
694,Census Tract 9800,125,Census Tract 98.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1549,1242,1930
694,Census Tract 9800,126,Census Tract 68.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1000,794,1258
694,Census Tract 9800,127,Census Tract 9107.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",3208,2892,3558
694,Census Tract 9800,128,Census Tract 9107.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",2814,2506,3158
694,Census Tract 9800,129,Census Tract 9102,"1/1/2020 - 3/31/2020, Every day, Daily Average",3176,2600,3878
694,Census Tract 9800,130,Census Tract 9101.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",2714,2118,3477
694,Census Tract 9800,131,Census Tract 97,"1/1/2020 - 3/31/2020, Every day, Daily Average",1449,1145,1832
694,Census Tract 9800,132,Census Tract 102.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",2397,1910,3007
694,Census Tract 9800,133,Census Tract 102.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",2522,2007,3168
694,Census Tract 9800,134,Census Tract 101.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",2620,2132,3219
694,Census Tract 9800,135,Census Tract 103.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1092,805,1480
694,Census Tract 9800,136,Census Tract 25,"1/1/2020 - 3/31/2020, Every day, Daily Average",1371,1028,1827
694,Census Tract 9800,137,Census Tract 103.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",852,586,1237
694,Census Tract 9800,138,Census Tract 71,"1/1/2020 - 3/31/2020, Every day, Daily Average",1105,816,1495
694,Census Tract 9800,139,Census Tract 105.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",651,438,965
694,Census Tract 9800,140,Census Tract 105.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",741,464,1181
694,Census Tract 9800,141,Census Tract 72,"1/1/2020 - 3/31/2020, Every day, Daily Average",520,289,933
694,Census Tract 9800,142,Census Tract 62,"1/1/2020 - 3/31/2020, Every day, Daily Average",1181,922,1511
694,Census Tract 9800,143,Census Tract 11,"1/1/2020 - 3/31/2020, Every day, Daily Average",1462,1111,1923
694,Census Tract 9800,144,Census Tract 73,"1/1/2020 - 3/31/2020, Every day, Daily Average",484,308,759
694,Census Tract 9800,145,Census Tract 42,"1/1/2020 - 3/31/2020, Every day, Daily Average",1108,815,1505
694,Census Tract 9800,146,Census Tract 91.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1295,986,1700
694,Census Tract 9800,147,Census Tract 89.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1351,1058,1723
694,Census Tract 9800,148,Census Tract 116.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",2481,1980,3107
694,Census Tract 9800,149,Census Tract 116.17,"1/1/2020 - 3/31/2020, Every day, Daily Average",2570,2058,3208
694,Census Tract 9800,150,Census Tract 37,"1/1/2020 - 3/31/2020, Every day, Daily Average",1390,1027,1880
694,Census Tract 9800,151,Census Tract 105.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",443,266,735
694,Census Tract 9800,152,Census Tract 115.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",3549,2900,4343
694,Census Tract 9800,153,Census Tract 116.15,"1/1/2020 - 3/31/2020, Every day, Daily Average",3181,2561,3950
694,Census Tract 9800,154,Census Tract 115.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",3314,2686,4088
694,Census Tract 9800,155,Census Tract 114.23,"1/1/2020 - 3/31/2020, Every day, Daily Average",2818,2287,3472
694,Census Tract 9800,156,Census Tract 114.25,"1/1/2020 - 3/31/2020, Every day, Daily Average",3085,2487,3826
694,Census Tract 9800,157,Census Tract 116.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",3230,2561,4072
694,Census Tract 9800,158,Census Tract 114.20,"1/1/2020 - 3/31/2020, Every day, Daily Average",2405,1918,3015
694,Census Tract 9800,159,Census Tract 116.20,"1/1/2020 - 3/31/2020, Every day, Daily Average",3023,2465,3706
694,Census Tract 9800,160,Census Tract 116.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",2941,2351,3678
694,Census Tract 9800,161,Census Tract 116.21,"1/1/2020 - 3/31/2020, Every day, Daily Average",2723,2204,3362
694,Census Tract 9800,162,Census Tract 116.19,"1/1/2020 - 3/31/2020, Every day, Daily Average",2644,2137,3270
694,Census Tract 9800,163,Census Tract 116.23,"1/1/2020 - 3/31/2020, Every day, Daily Average",3124,2524,3866
694,Census Tract 9800,164,Census Tract 102.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",2087,1681,2589
694,Census Tract 9800,165,Census Tract 116.22,"1/1/2020 - 3/31/2020, Every day, Daily Average",3341,2736,4079
694,Census Tract 9800,166,Census Tract 120,"1/1/2020 - 3/31/2020, Every day, Daily Average",829,628,1094
694,Census Tract 9800,167,Census Tract 6,"1/1/2020 - 3/31/2020, Every day, Daily Average",1513,1124,2036
694,Census Tract 9800,168,Census Tract 17,"1/1/2020 - 3/31/2020, Every day, Daily Average",1179,901,1541
694,Census Tract 9800,169,Census Tract 90,"1/1/2020 - 3/31/2020, Every day, Daily Average",1339,1042,1719
694,Census Tract 9800,170,Census Tract 70.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",848,625,1149
694,Census Tract 9800,171,Census Tract 99,"1/1/2020 - 3/31/2020, Every day, Daily Average",1885,1476,2406
694,Census Tract 9800,172,Census Tract 103.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",1237,945,1618
694,Census Tract 9800,173,Census Tract 105.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",856,618,1183
694,Census Tract 9800,174,Census Tract 110,"1/1/2020 - 3/31/2020, Every day, Daily Average",546,343,869
694,Census Tract 9800,175,Census Tract 1,"1/1/2020 - 3/31/2020, Every day, Daily Average",1721,1316,2249
694,Census Tract 9800,176,Census Tract 2,"1/1/2020 - 3/31/2020, Every day, Daily Average",1692,1314,2178
694,Census Tract 9800,177,Census Tract 4,"1/1/2020 - 3/31/2020, Every day, Daily Average",1503,1125,2006
694,Census Tract 9800,178,Census Tract 502.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",3322,2717,4061
694,Census Tract 9800,179,Census Tract 502.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",2912,2326,3645
694,Census Tract 9800,180,Census Tract 506.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",3436,2740,4307
694,Census Tract 9800,181,Census Tract 505.25,"1/1/2020 - 3/31/2020, Every day, Daily Average",3171,2543,3952
694,Census Tract 9800,182,Census Tract 502.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",3220,2592,3999
694,Census Tract 9800,183,Census Tract 502.20,"1/1/2020 - 3/31/2020, Every day, Daily Average",3027,2404,3810
694,Census Tract 9800,184,Census Tract 505.31,"1/1/2020 - 3/31/2020, Every day, Daily Average",2899,2376,3536
694,Census Tract 9800,185,Census Tract 507.23,"1/1/2020 - 3/31/2020, Every day, Daily Average",2694,2215,3276
694,Census Tract 9800,186,Census Tract 505.44,"1/1/2020 - 3/31/2020, Every day, Daily Average",3101,2487,3865
694,Census Tract 9800,187,Census Tract 505.37,"1/1/2020 - 3/31/2020, Every day, Daily Average",2501,1994,3136
694,Census Tract 9800,188,Census Tract 506.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",3114,2582,3754
694,Census Tract 9800,189,Census Tract 506.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",3253,2712,3901
694,Census Tract 9800,190,Census Tract 505.46,"1/1/2020 - 3/31/2020, Every day, Daily Average",3446,2799,4242
694,Census Tract 9800,191,Census Tract 505.48,"1/1/2020 - 3/31/2020, Every day, Daily Average",2980,2414,3678
694,Census Tract 9800,192,Census Tract 507.24,"1/1/2020 - 3/31/2020, Every day, Daily Average",3568,2971,4284
694,Census Tract 9800,193,Census Tract 505.23,"1/1/2020 - 3/31/2020, Every day, Daily Average",2804,2298,3420
694,Census Tract 9800,194,Census Tract 507.28,"1/1/2020 - 3/31/2020, Every day, Daily Average",3033,2559,3594
694,Census Tract 9800,195,Census Tract 502.16,"1/1/2020 - 3/31/2020, Every day, Daily Average",2736,2184,3426
694,Census Tract 9800,196,Census Tract 504.31,"1/1/2020 - 3/31/2020, Every day, Daily Average",2491,1872,3313
694,Census Tract 9800,199,Census Tract 1601,"1/1/2020 - 3/31/2020, Every day, Daily Average",2256,1779,2859
694,Census Tract 9800,201,Census Tract 1602,"1/1/2020 - 3/31/2020, Every day, Daily Average",2436,1917,3093
694,Census Tract 9800,202,Census Tract 1604,"1/1/2020 - 3/31/2020, Every day, Daily Average",2652,1922,3658
694,Census Tract 9800,203,Census Tract 1605,"1/1/2020 - 3/31/2020, Every day, Daily Average",2550,1987,3272
694,Census Tract 9800,204,Census Tract 9607,"1/1/2020 - 3/31/2020, Every day, Daily Average",3428,2821,4164
694,Census Tract 9800,205,Census Tract 9608.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",3191,2614,3894
694,Census Tract 9800,206,Census Tract 9608.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",2903,2385,3532
