Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
694,Census Tract 9800,621,Census Tract 403.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",401,168,951
694,Census Tract 9800,622,Census Tract 505.49,"1/1/2020 - 3/31/2020, Every day, Daily Average",3251,2579,4097
694,Census Tract 9800,623,Census Tract 501.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",3733,3083,4518
694,Census Tract 9800,624,Census Tract 501.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",3556,2943,4295
694,Census Tract 9800,625,Census Tract 502.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",2938,2350,3672
694,Census Tract 9800,626,Census Tract 502.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",2973,2392,3694
694,Census Tract 9800,627,Census Tract 506.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",3245,2601,4048
694,Census Tract 9800,628,Census Tract 404.16,"1/1/2020 - 3/31/2020, Every day, Daily Average",644,366,1131
694,Census Tract 9800,629,Census Tract 405.25,"1/1/2020 - 3/31/2020, Every day, Daily Average",1314,1016,1698
694,Census Tract 9800,630,Census Tract 505.28,"1/1/2020 - 3/31/2020, Every day, Daily Average",3316,2670,4116
694,Census Tract 9800,631,Census Tract 505.38,"1/1/2020 - 3/31/2020, Every day, Daily Average",3003,2403,3752
694,Census Tract 9800,632,Census Tract 505.30,"1/1/2020 - 3/31/2020, Every day, Daily Average",2879,2307,3592
694,Census Tract 9800,633,Census Tract 505.29,"1/1/2020 - 3/31/2020, Every day, Daily Average",2794,2239,3485
694,Census Tract 9800,634,Census Tract 405.26,"1/1/2020 - 3/31/2020, Every day, Daily Average",1166,859,1581
694,Census Tract 9800,635,Census Tract 403.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",388,137,1092
694,Census Tract 9800,636,Census Tract 402.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",359,138,932
694,Census Tract 9800,637,Census Tract 404.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",549,278,1082
694,Census Tract 9800,638,Census Tract 405.21,"1/1/2020 - 3/31/2020, Every day, Daily Average",743,452,1221
694,Census Tract 9800,639,Census Tract 502.17,"1/1/2020 - 3/31/2020, Every day, Daily Average",2661,2118,3342
694,Census Tract 9800,640,Census Tract 502.18,"1/1/2020 - 3/31/2020, Every day, Daily Average",3097,2445,3921
694,Census Tract 9800,641,Census Tract 503.17,"1/1/2020 - 3/31/2020, Every day, Daily Average",2322,1888,2854
694,Census Tract 9800,642,Census Tract 503.20,"1/1/2020 - 3/31/2020, Every day, Daily Average",2101,1658,2661
694,Census Tract 9800,643,Census Tract 503.18,"1/1/2020 - 3/31/2020, Every day, Daily Average",2609,2079,3273
694,Census Tract 9800,644,Census Tract 502.15,"1/1/2020 - 3/31/2020, Every day, Daily Average",2493,1979,3139
694,Census Tract 9800,645,Census Tract 406.15,"1/1/2020 - 3/31/2020, Every day, Daily Average",933,600,1449
694,Census Tract 9800,646,Census Tract 406.17,"1/1/2020 - 3/31/2020, Every day, Daily Average",1220,837,1776
694,Census Tract 9800,647,Census Tract 402.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",321,126,812
694,Census Tract 9800,648,Census Tract 404.17,"1/1/2020 - 3/31/2020, Every day, Daily Average",765,493,1185
694,Census Tract 9800,649,Census Tract 405.20,"1/1/2020 - 3/31/2020, Every day, Daily Average",414,237,721
694,Census Tract 9800,650,Census Tract 405.22,"1/1/2020 - 3/31/2020, Every day, Daily Average",526,308,896
694,Census Tract 9800,651,Census Tract 405.23,"1/1/2020 - 3/31/2020, Every day, Daily Average",772,510,1167
694,Census Tract 9800,652,Census Tract 503.22,"1/1/2020 - 3/31/2020, Every day, Daily Average",2884,2357,3527
694,Census Tract 9800,653,Census Tract 503.21,"1/1/2020 - 3/31/2020, Every day, Daily Average",2892,2301,3634
694,Census Tract 9800,654,Census Tract 504.34,"1/1/2020 - 3/31/2020, Every day, Daily Average",2280,1791,2901
694,Census Tract 9800,655,Census Tract 504.32,"1/1/2020 - 3/31/2020, Every day, Daily Average",2505,2014,3115
694,Census Tract 9800,656,Census Tract 406.21,"1/1/2020 - 3/31/2020, Every day, Daily Average",1489,1106,2003
694,Census Tract 9800,657,Census Tract 406.22,"1/1/2020 - 3/31/2020, Every day, Daily Average",1367,1007,1855
694,Census Tract 9800,658,Census Tract 504.33,"1/1/2020 - 3/31/2020, Every day, Daily Average",2394,1834,3124
694,Census Tract 9800,659,Census Tract 505.33,"1/1/2020 - 3/31/2020, Every day, Daily Average",2972,2326,3797
694,Census Tract 9800,660,Census Tract 504.35,"1/1/2020 - 3/31/2020, Every day, Daily Average",2631,2109,3280
694,Census Tract 9800,661,Census Tract 505.34,"1/1/2020 - 3/31/2020, Every day, Daily Average",2828,2298,3479
694,Census Tract 9800,662,Census Tract 505.32,"1/1/2020 - 3/31/2020, Every day, Daily Average",3369,2650,4283
694,Census Tract 9800,663,Census Tract 301.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",3042,2445,3783
694,Census Tract 9800,664,Census Tract 301.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",2735,2190,3414
694,Census Tract 9800,665,Census Tract 314.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",2098,1698,2591
694,Census Tract 9800,666,Census Tract 314.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",2379,1947,2906
694,Census Tract 9800,667,Census Tract 505.35,"1/1/2020 - 3/31/2020, Every day, Daily Average",2564,2092,3141
694,Census Tract 9800,668,Census Tract 505.39,"1/1/2020 - 3/31/2020, Every day, Daily Average",2665,2082,3410
694,Census Tract 9800,669,Census Tract 505.36,"1/1/2020 - 3/31/2020, Every day, Daily Average",2671,2186,3262
694,Census Tract 9800,670,Census Tract 507.27,"1/1/2020 - 3/31/2020, Every day, Daily Average",3738,3052,4577
694,Census Tract 9800,671,Census Tract 304.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",1864,1504,2309
694,Census Tract 9800,672,Census Tract 304.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",1826,1476,2258
694,Census Tract 9800,673,Census Tract 304.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",1988,1629,2425
694,Census Tract 9800,674,Census Tract 1703.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",1907,1623,2240
694,Census Tract 9800,675,Census Tract 1704.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1570,1210,2036
694,Census Tract 9800,676,Census Tract 1704.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",1871,1563,2238
694,Census Tract 9800,677,Census Tract 1706.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1795,1480,2176
694,Census Tract 9800,678,Census Tract 1704.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",1616,1254,2081
694,Census Tract 9800,679,Census Tract 303.41,"1/1/2020 - 3/31/2020, Every day, Daily Average",3052,2526,3686
694,Census Tract 9800,680,Census Tract 303.42,"1/1/2020 - 3/31/2020, Every day, Daily Average",3270,2695,3966
694,Census Tract 9800,681,Census Tract 304.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",2385,1973,2882
694,Census Tract 9800,682,Census Tract 304.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",2179,1770,2682
694,Census Tract 9800,683,Census Tract 304.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",2166,1755,2671
694,Census Tract 9800,684,Census Tract 304.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",2123,1715,2627
694,Census Tract 9800,685,Census Tract 302.36,"1/1/2020 - 3/31/2020, Every day, Daily Average",3697,3106,4400
694,Census Tract 9800,686,Census Tract 302.38,"1/1/2020 - 3/31/2020, Every day, Daily Average",3423,2870,4081
694,Census Tract 9800,687,Census Tract 302.39,"1/1/2020 - 3/31/2020, Every day, Daily Average",3421,2866,4083
694,Census Tract 9800,688,Census Tract 405.24,"1/1/2020 - 3/31/2020, Every day, Daily Average",938,633,1389
694,Census Tract 9800,689,Census Tract 406.16,"1/1/2020 - 3/31/2020, Every day, Daily Average",895,564,1418
694,Census Tract 9800,690,Census Tract 406.20,"1/1/2020 - 3/31/2020, Every day, Daily Average",1251,900,1737
694,Census Tract 9800,691,Census Tract 404.15,"1/1/2020 - 3/31/2020, Every day, Daily Average",501,262,954
694,Census Tract 9800,692,Census Tract 405.19,"1/1/2020 - 3/31/2020, Every day, Daily Average",505,306,833
694,Census Tract 9800,693,Census Tract 406.19,"1/1/2020 - 3/31/2020, Every day, Daily Average",1072,773,1485
694,Census Tract 9800,694,Census Tract 9800,"1/1/2020 - 3/31/2020, Every day, Daily Average",403,221,734
694,Census Tract 9800,695,Census Tract 304.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",1916,1555,2360
694,Census Tract 9800,696,Census Tract 303.44,"1/1/2020 - 3/31/2020, Every day, Daily Average",1797,1451,2224
694,Census Tract 9800,697,Census Tract 303.45,"1/1/2020 - 3/31/2020, Every day, Daily Average",1754,1406,2187
694,Census Tract 9800,698,Census Tract 311.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",2033,1648,2506
694,Census Tract 9800,699,Census Tract 505.43,"1/1/2020 - 3/31/2020, Every day, Daily Average",3318,2689,4092
694,Census Tract 9800,700,Census Tract 505.47,"1/1/2020 - 3/31/2020, Every day, Daily Average",3254,2649,3995
694,Census Tract 9800,701,Census Tract 505.24,"1/1/2020 - 3/31/2020, Every day, Daily Average",2785,2231,3475
694,Census Tract 9800,702,Census Tract 505.41,"1/1/2020 - 3/31/2020, Every day, Daily Average",3025,2204,4150
694,Census Tract 9800,703,Census Tract 315.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",2456,2037,2960
694,Census Tract 9800,704,Census Tract 302.23,"1/1/2020 - 3/31/2020, Every day, Daily Average",2619,2111,3248
694,Census Tract 9800,705,Census Tract 311.15,"1/1/2020 - 3/31/2020, Every day, Daily Average",2094,1682,2605
694,Census Tract 9800,706,Census Tract 311.16,"1/1/2020 - 3/31/2020, Every day, Daily Average",2191,1711,2804
694,Census Tract 9800,707,Census Tract 315.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",2632,2197,3152
694,Census Tract 9800,708,Census Tract 315.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",2686,2231,3233
694,Census Tract 9800,709,Census Tract 311.17,"1/1/2020 - 3/31/2020, Every day, Daily Average",2158,1791,2600
694,Census Tract 9800,710,Census Tract 311.18,"1/1/2020 - 3/31/2020, Every day, Daily Average",1957,1575,2430
694,Census Tract 9800,711,Census Tract 302.22,"1/1/2020 - 3/31/2020, Every day, Daily Average",2749,2273,3324
694,Census Tract 9800,712,Census Tract 302.32,"1/1/2020 - 3/31/2020, Every day, Daily Average",3025,2562,3570
694,Census Tract 9800,713,Census Tract 302.33,"1/1/2020 - 3/31/2020, Every day, Daily Average",2907,2438,3465
694,Census Tract 9800,714,Census Tract 302.34,"1/1/2020 - 3/31/2020, Every day, Daily Average",2971,2486,3550
694,Census Tract 9800,715,Census Tract 302.35,"1/1/2020 - 3/31/2020, Every day, Daily Average",3062,2604,3600
694,Census Tract 9800,716,Census Tract 507.30,"1/1/2020 - 3/31/2020, Every day, Daily Average",3328,2859,3873
694,Census Tract 9800,717,Census Tract 507.25,"1/1/2020 - 3/31/2020, Every day, Daily Average",2890,2376,3514
694,Census Tract 9800,718,Census Tract 507.29,"1/1/2020 - 3/31/2020, Every day, Daily Average",2696,2217,3277
694,Census Tract 9800,719,Census Tract 507.22,"1/1/2020 - 3/31/2020, Every day, Daily Average",2965,2507,3505
694,Census Tract 9800,720,Census Tract 507.31,"1/1/2020 - 3/31/2020, Every day, Daily Average",3503,2980,4116
694,Census Tract 9800,721,Census Tract 111,"1/1/2020 - 3/31/2020, Every day, Daily Average",753,509,1111
694,Census Tract 9800,722,Census Tract 112.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",871,620,1221
694,Census Tract 9800,723,Census Tract 112.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",678,436,1053
694,Census Tract 9800,724,Census Tract 1005.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",2507,1948,3224
694,Census Tract 9800,725,Census Tract 1009.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",3024,2621,3487
694,Census Tract 9800,727,Census Tract 1009.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",2802,2421,3242
694,Census Tract 9800,728,Census Tract 113.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",930,654,1322
694,Census Tract 9800,729,Census Tract 113.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",537,325,886
694,Census Tract 9800,730,Census Tract 1203.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",3115,2561,3787
694,Census Tract 9800,731,Census Tract 1201.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",3752,3226,4363
694,Census Tract 9800,732,Census Tract 1201.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",3654,3109,4293
694,Census Tract 9800,734,Census Tract 1203.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",3324,2893,3818
694,Census Tract 9800,735,Census Tract 1202.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",3250,2741,3853
694,Census Tract 9800,736,Census Tract 1206.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",2878,2500,3312
694,Census Tract 9800,738,Census Tract 1205.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",3015,2622,3466
694,Census Tract 9800,740,Census Tract 1201.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",3656,3047,4386
694,Census Tract 9800,741,Census Tract 1202.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",3440,2900,4079
694,Census Tract 9800,742,Census Tract 1206.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",2624,2210,3115
694,Census Tract 9800,743,Census Tract 1206.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",2748,2479,3045
694,Census Tract 9800,744,Census Tract 1402.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",1726,1417,2102
694,Census Tract 9800,745,Census Tract 1402.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",1806,1454,2241
694,Census Tract 9800,746,Census Tract 114.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",2493,1996,3112
694,Census Tract 9800,747,Census Tract 114.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",2850,2283,3556
694,Census Tract 9800,748,Census Tract 114.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",2319,1840,2921
694,Census Tract 9800,749,Census Tract 114.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",2795,2279,3426
694,Census Tract 9800,750,Census Tract 204,"1/1/2020 - 3/31/2020, Every day, Daily Average",1413,1121,1780
694,Census Tract 9800,751,Census Tract 205,"1/1/2020 - 3/31/2020, Every day, Daily Average",1251,981,1594
694,Census Tract 9800,752,Census Tract 206,"1/1/2020 - 3/31/2020, Every day, Daily Average",1416,1100,1821
694,Census Tract 9800,753,Census Tract 208.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1370,1097,1709
694,Census Tract 9800,754,Census Tract 209,"1/1/2020 - 3/31/2020, Every day, Daily Average",1153,894,1486
694,Census Tract 9800,755,Census Tract 10.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1497,1065,2102
694,Census Tract 9800,756,Census Tract 7,"1/1/2020 - 3/31/2020, Every day, Daily Average",1689,1322,2157
694,Census Tract 9800,757,Census Tract 87,"1/1/2020 - 3/31/2020, Every day, Daily Average",1396,1100,1770
694,Census Tract 9800,758,Census Tract 234.16,"1/1/2020 - 3/31/2020, Every day, Daily Average",1617,1257,2079
694,Census Tract 9800,759,Census Tract 238.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1167,850,1601
694,Census Tract 9800,760,Census Tract 223.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1969,1600,2422
694,Census Tract 9800,761,Census Tract 233.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",2247,1821,2771
694,Census Tract 9800,762,Census Tract 201,"1/1/2020 - 3/31/2020, Every day, Daily Average",1889,1495,2385
694,Census Tract 9800,763,Census Tract 223.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1977,1579,2474
694,Census Tract 9800,764,Census Tract 220.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",1784,1400,2272
694,Census Tract 9800,765,Census Tract 202,"1/1/2020 - 3/31/2020, Every day, Daily Average",1488,1189,1860
694,Census Tract 9800,766,Census Tract 203,"1/1/2020 - 3/31/2020, Every day, Daily Average",1547,1261,1897
694,Census Tract 9800,767,Census Tract 234.23,"1/1/2020 - 3/31/2020, Every day, Daily Average",889,602,1312
694,Census Tract 9800,768,Census Tract 234.25,"1/1/2020 - 3/31/2020, Every day, Daily Average",1405,1050,1879
694,Census Tract 9800,769,Census Tract 68.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1148,895,1472
694,Census Tract 9800,770,Census Tract 69,"1/1/2020 - 3/31/2020, Every day, Daily Average",1170,923,1482
694,Census Tract 9800,771,Census Tract 70.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",584,446,764
694,Census Tract 9800,772,Census Tract 74,"1/1/2020 - 3/31/2020, Every day, Daily Average",493,342,710
694,Census Tract 9800,773,Census Tract 104,"1/1/2020 - 3/31/2020, Every day, Daily Average",1078,782,1485
694,Census Tract 9800,774,Census Tract 114.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",2383,1897,2992
694,Census Tract 9800,775,Census Tract 218.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",1916,1520,2414
694,Census Tract 9800,776,Census Tract 212.18,"1/1/2020 - 3/31/2020, Every day, Daily Average",2202,1763,2750
694,Census Tract 9800,777,Census Tract 76.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1112,799,1546
694,Census Tract 9800,778,Census Tract 21,"1/1/2020 - 3/31/2020, Every day, Daily Average",1393,1029,1885
694,Census Tract 9800,779,Census Tract 23,"1/1/2020 - 3/31/2020, Every day, Daily Average",1527,1194,1952
694,Census Tract 9800,780,Census Tract 78.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1068,801,1422
694,Census Tract 9800,781,Census Tract 78.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",1300,991,1705
694,Census Tract 9800,782,Census Tract 78.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",1179,872,1593
694,Census Tract 9800,783,Census Tract 24,"1/1/2020 - 3/31/2020, Every day, Daily Average",1429,1068,1911
694,Census Tract 9800,784,Census Tract 26,"1/1/2020 - 3/31/2020, Every day, Daily Average",1552,1184,2032
694,Census Tract 9800,785,Census Tract 28,"1/1/2020 - 3/31/2020, Every day, Daily Average",1003,759,1324
694,Census Tract 9800,786,Census Tract 30,"1/1/2020 - 3/31/2020, Every day, Daily Average",1361,1053,1759
694,Census Tract 9800,787,Census Tract 31,"1/1/2020 - 3/31/2020, Every day, Daily Average",1253,980,1601
694,Census Tract 9800,788,Census Tract 32,"1/1/2020 - 3/31/2020, Every day, Daily Average",1333,980,1812
694,Census Tract 9800,789,Census Tract 35,"1/1/2020 - 3/31/2020, Every day, Daily Average",929,699,1233
694,Census Tract 9800,790,Census Tract 38,"1/1/2020 - 3/31/2020, Every day, Daily Average",1250,925,1688
694,Census Tract 9800,791,Census Tract 78.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",1162,902,1496
694,Census Tract 9800,792,Census Tract 78.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",1079,836,1392
694,Census Tract 9800,793,Census Tract 79,"1/1/2020 - 3/31/2020, Every day, Daily Average",975,754,1259
694,Census Tract 9800,794,Census Tract 80,"1/1/2020 - 3/31/2020, Every day, Daily Average",1252,947,1653
694,Census Tract 9800,795,Census Tract 81.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1074,828,1391
694,Census Tract 9800,796,Census Tract 82.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1244,976,1584
694,Census Tract 9800,797,Census Tract 40,"1/1/2020 - 3/31/2020, Every day, Daily Average",1208,920,1585
694,Census Tract 9800,798,Census Tract 41,"1/1/2020 - 3/31/2020, Every day, Daily Average",1153,863,1540
694,Census Tract 9800,799,Census Tract 44,"1/1/2020 - 3/31/2020, Every day, Daily Average",1029,742,1425
694,Census Tract 9800,800,Census Tract 48,"1/1/2020 - 3/31/2020, Every day, Daily Average",916,701,1195
694,Census Tract 9800,801,Census Tract 39,"1/1/2020 - 3/31/2020, Every day, Daily Average",1193,892,1594
694,Census Tract 9800,802,Census Tract 49,"1/1/2020 - 3/31/2020, Every day, Daily Average",995,754,1312
694,Census Tract 9800,803,Census Tract 50,"1/1/2020 - 3/31/2020, Every day, Daily Average",1025,787,1334
694,Census Tract 9800,804,Census Tract 52,"1/1/2020 - 3/31/2020, Every day, Daily Average",1078,834,1391
694,Census Tract 9800,805,Census Tract 53,"1/1/2020 - 3/31/2020, Every day, Daily Average",1156,897,1488
694,Census Tract 9800,806,Census Tract 82.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1498,1119,2005
694,Census Tract 9800,807,Census Tract 83.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1324,1013,1729
694,Census Tract 9800,808,Census Tract 83.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1359,1033,1787
694,Census Tract 9800,809,Census Tract 84,"1/1/2020 - 3/31/2020, Every day, Daily Average",1417,1070,1876
694,Census Tract 9800,810,Census Tract 85,"1/1/2020 - 3/31/2020, Every day, Daily Average",1636,1281,2087
694,Census Tract 9800,811,Census Tract 86.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1613,1212,2146
694,Census Tract 9800,812,Census Tract 55.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1081,788,1482
694,Census Tract 9800,813,Census Tract 55.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1003,740,1357
694,Census Tract 9800,814,Census Tract 57,"1/1/2020 - 3/31/2020, Every day, Daily Average",1117,832,1498
694,Census Tract 9800,815,Census Tract 58,"1/1/2020 - 3/31/2020, Every day, Daily Average",1084,796,1474
694,Census Tract 9800,816,Census Tract 61,"1/1/2020 - 3/31/2020, Every day, Daily Average",1284,983,1676
694,Census Tract 9800,817,Census Tract 63,"1/1/2020 - 3/31/2020, Every day, Daily Average",734,557,966
694,Census Tract 9800,818,Census Tract 64,"1/1/2020 - 3/31/2020, Every day, Daily Average",1036,824,1302
694,Census Tract 9800,819,Census Tract 65,"1/1/2020 - 3/31/2020, Every day, Daily Average",675,517,879
694,Census Tract 9800,820,Census Tract 86.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1345,1058,1709
694,Census Tract 9800,821,Census Tract 88,"1/1/2020 - 3/31/2020, Every day, Daily Average",1729,1330,2246
694,Census Tract 9800,822,Census Tract 92,"1/1/2020 - 3/31/2020, Every day, Daily Average",1326,1034,1700
694,Census Tract 9800,823,Census Tract 910.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",2997,2407,3730
694,Census Tract 9800,824,Census Tract 75,"1/1/2020 - 3/31/2020, Every day, Daily Average",562,420,750
694,Census Tract 9800,825,Census Tract 403.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",783,519,1179
694,Census Tract 9800,827,Census Tract 1702,"1/1/2020 - 3/31/2020, Every day, Daily Average",2075,1448,2972
694,Census Tract 9800,828,Census Tract 1704.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1131,854,1497
694,Census Tract 9800,829,Census Tract 60,"1/1/2020 - 3/31/2020, Every day, Daily Average",1309,1025,1671
694,Census Tract 9800,830,Census Tract 81.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1435,1188,1733
694,Census Tract 9800,831,Census Tract 9800,"1/1/2020 - 3/31/2020, Every day, Daily Average",1522,1181,1959
